"","taxized","persistant","underIce","n","aiguille du plat de la selle","barre des Ecrins","brèche de valsenestre","brèche du râteau","la meije","le râteau","le sirac","les rouies","l'olan","mont pelvoux","occidentale l'ailefroide","pic du clapier du peyron","pic ouest (le rateau)","pointe brevoort","pointes de burlan","rocher de la selle","signal du lauvitel","tour choisy","tête de la muraillette"
"993","Padus avium","0","0",15,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"994","Paeonia officinalis","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"995","Papaver alpinum","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"996","Papaver dubium","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"997","Paris quadrifolia","0","0",23,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"998","Parnassia palustris","0","0",24,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"999","Paronychia kapela","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000","Pastinaca sativa","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1001","Patzkea paniculata","0","0",117,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1002","Pedicularis comosa","0","0",6,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1003","Pedicularis foliosa","0","0",11,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1004","Pedicularis gyroflexa","0","0",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1005","Pedicularis NA","0","0",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1006","Persicaria amphibia","0","0",5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1007","Persicaria lapathifolia","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1008","Persicaria maculosa","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1009","Persicaria mitis","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1010","Petasites albus","0","0",18,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1011","Petasites hybridus","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1012","Petasites paradoxus","0","0",9,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1013","Petrorhagia prolifera","0","0",5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1014","Petrorhagia saxifraga","0","0",9,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1015","Phaca hypoglottis","0","0",11,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1016","Phegopteris connectilis","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1017","Phleum phleoides","0","0",10,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1018","Phleum pratense","0","0",31,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1019","Phragmites australis","0","0",14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1020","Phyteuma ovatum","0","0",13,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1021","Phyteuma scheuchzeri","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1022","Phyteuma scorzonerifolium","0","0",18,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1023","Phyteuma spicatum","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1024","Picea abies","0","0",84,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1025","Picris hieracioides","0","0",11,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1026","Pimpinella major","0","0",31,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1027","Pimpinella saxifraga","0","0",55,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1028","Pinguicula alpina","0","0",7,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1029","Pinus mugo","0","0",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1030","Pinus nigra","0","0",10,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1031","Pinus sylvestris","0","0",70,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1032","Pisum heterophyllum","0","0",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1033","Plantago atrata","0","0",6,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1034","Plantago holosteum","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1035","Plantago lanceolata","0","0",45,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1036","Plantago major","0","0",22,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1037","Plantago maritima","0","0",38,"0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1038","Plantago media","0","0",61,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1039","Plantago sempervirens","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1040","Platanthera chlorantha","0","0",10,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1041","Pleisolirion liliastrum","0","0",26,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1042","Pleurospermum austriacum","0","0",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1043","Poa badensis","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1044","Poa bulbosa","0","0",15,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1045","Poa chaixii","0","0",27,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1046","Poa glauca","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
